Date	Latitude	Longitude	Nom Phase	Type De Phase	Type	Nom Appareil	Code Appareil	Nom Action	Code Action	Identificateur Operation	Observation	Num Station	Strate	Niveau de priorite	FUNES Tension Tribord (daN)	FUNES Vit. filage Tribord (m/s)	FUNES L. filee Tribord (m)	FUNES Tension babord (daN)	FUNES Vit. filage Babord (m/s)	FUNES L. filee Babord (m)	HYDRO Tension treuil (daN)	HYDRO Tension max. (daN)	HYDRO Vitesse de filage (m/s)	HYDRO Vitesse de filage prog. (m/s)	HYDRO Angle longitudinal (deg)	HYDRO Angle transversal (deg)	HYDRO Tension roller (daN)	HYDRO Charge portique (daN)	HYDRO L. filee (m)	EK8070 Sonde (m)	EK8070 Fq (kHz)	EK8038 Sonde (m)	EK8038 Fq (kHz)	EK8018 Sonde (m)	EK8018 Fq (kHz)	EK80200 Sonde (m)	EK80200 Fq (kHz)	EK80333 Sonde (m)	EK8033 Fq (kHz)	EK80120 Sonde (m)	EK80120 Fq (kHz)	ME70 Ha Sonde (m)	ME70 Ha Fq (kHz)	Sonde ref. (m)	Desc. sonde ref.	GILL Temp. air (deg C)	GILL Temp. eau (deg C)	GILL Humidite (%)	GILL Pression (mbar)	GILL Flux de chaleur (W/m2)	GILL Point de rosee (deg C)	GILL Vit. vent app. (nd)	GILL Dir. vent app. (deg)	GILL Vit. vent vrai (nd)	GILL Dir. vent vrai (deg)	METBA Temp. air (deg C)	METBA Temp. eau (deg C)	METBA Humidite (%)	METBA Pression (mbar)	METBA Flux de chaleur (W/m2)	METBA Point de rosee (deg C)	METBA Vit. vent app. (nd)	METBA Dir. vent app. (deg)	METBA Vit. vent vrai (nd)	METBA Dir. vent vrai (deg)	MARPORT Immersion (m)	MARPORT Temp. immersion (deg C)	MARPORT Altitude corde d'eau % fond (m)	MARPORT Vit. transversale (m/s)	MARPORT Vit. longitudinale (m/s)	MARPORT Dist. bourrelet % fond (m)	MARPORT Ouv. verticale (m)	MARPORT Ouv. horizontale (m)	MARPORT Dist. des panneaux (m)	PHINS B Date (j)	PHINS B Cap (deg)	PHINS B Roulis (deg)	PHINS B Tangage (deg)	PHINS B Pilonnement (deg)	PHINS B Flag de validite	PHINS T Date (j)	PHINS T Cap (deg)	PHINS T Roulis (deg)	PHINS T Tangage (deg)	PHINS T Pilonnement	PHINS T Flag de validite	PROPULSION SIR. Vitesse prop etrave (t/min)	PROPULSION SIR. Vitesse prop arriere (t/min)	PROPULSION SIR. Vitesse helice (t/min)	PROPULSION SIR. angle (deg)	CELE Celerite (m/s)	SBE3S Temp eau peak av (deg C)	SBE3S Temp eau peak av (deg C)	SBE21 Temp (deg C)	SBE21 Conductivite (mS/cm)	SBE21 Salinite (PSU)	SBE21 Celerite surf (m/s)	SBE21 Densite (kg/m3)	SBE21 Donnees brutes	THSAL Debit (l/min)	CUFES Debit (l/min)	CINNA Lat.	CINNA Long.	CINNA Altitude (m)	CINNA Vit. fond (nd)	CINNA Route fond (deg)	CINNA Vit. surf (nd)	CINNA Route surf (deg)	CINNA Vitesse derive (nd)	CINNA Cap derive (deg)	CINNA Cap (deg)	CINNA Roulis (deg)	CINNA Tangage (deg)	CINNA Pilonnement (m)	CINNA Sonde vert. (m)	CINNA Tirant d'eau	FERRYBOX Qualite	FERRYBOX Date (j)	FERRYBOX SBE45 temp. mer (deg C)	FERRYBOX SBE45 cond. (S/m)	FERRYBOX SBE45 sal. (PSU)	FERRYBOX SBE45 cel. (m/s)	FERRYBOX Optode oxygene (uM/l)	FERRYBOX Optode saturation (%)	FERRYBOX Optode temp. mer (deg C)	FERRYBOX Seapoint turbidite (FTU)	FERRYBOX AOA algue verte (ug/l)	FERRYBOX AOA algue bleue (ug/l)	FERRYBOX AOA diatomees (ug/l)	FERRYBOX AOA cryptophytes (ug/l)	FERRYBOX AOA yellow sub (ug/l)	FERRYBOX AOA temp.capteur (deg C	FERRYBOX AOA algue total (ug/l)	FERRYBOX FB ph valeur	FERRYBOX FB ph temp. mer (deg C)	FERRYBOX FB temp. air (deg C)	FERRYBOX Pression (mBar)	FERRYBOX Debit entree (l/min)	FERRYBOX Debit principal (l/min)	FERRYBOX Debit PCO2 (l/min)	FERRYBOX Debit bypass 2 (l/min)	FERRYBOX Debit AOA (l/min)	FERRYBOX Demi plein	FERRYBOX Plein	ENG1 Lat.	ENG1 Long.	ENG1 X (m)	ENG1 Y (m)	ENG1 Sonde (m)	ENG1 Mode	ENG1 Systeme	ENG1 Altitude	ENG1 Vit. fond (nd)	ENG1 Route fond (deg)	ENG1 Vit. surf (nd)	ENG1 Route surf (deg)	ENG1 Bearing (deg)	ENG1 Hordist (m)	ENG1 Truedist (m)	ENG1 Cap (deg)	ENG2 Lat.	ENG2 Long.	ENG2 X (m)	ENG2 Y (m)	ENG2 Sonde (m)	ENG2 Mode	ENG2 Systeme	ENG2 Altitude	ENG2 Vit. fond (nd)	ENG2 Route fond (deg)	ENG2 Vit. surf (nd)	ENG2 Route surf (deg)	ENG2 Bearing (deg)	ENG2 Hordist (m)	ENG2 Truedist (m)	ENG2 Cap (deg)	
2023-03-05T13:46:00	N 16° 16,04398'	W 24° 49,39738'			ACQAUTO									0	720	0	0	830	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	0	0	0	0	3621,76	0	0	0	0	0	0	0	-1	-1	3621,76	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,6	263	-1	-1	21,4	22,3	83,8	1012,9	647	18,546	15,1	276	18,6	27	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	148,24	1,26	0,44	-0,75	-1	0	148,27	1,23	0,45	-0,73	-1	-0,1	-0,6	114,8	-1,6	0	-300	22,246	22,594	5,225	36,3078	1528,9	25,1423	9940CC2B26D3AB	46,89	24,38	16,2674	-24,8233	23,55	10,52	150,31	10,45	153,74	0,5	232,31	148,25	-100	-100	-200	3621,8	-1	0	44990,5736	22,631	5,23	36,324	1529,96	264,3	98,041	22,65	1,47	0,11	0	0	0	0	0	0,11	8	23,09	22,12	140	19,355	4,783	5,302	4,099	0,795	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:46:30	N 16° 15,96846'	W 24° 49,35364'			ACQAUTO									0	740	0	0	780	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3621,76	TL_EK80_18K	-300	-300	-1	-1	-1	-300	20	257	-1	-1	21,1	22,2	83,3	1013	629	18,157	16,3	263	20,8	24	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	150,92	1,36	-0,2	0,57	-1	0	150,96	1,34	-0,18	0,61	-1	-0,1	-0,6	109,9	0,5	0	-300	22,244	22,597	5,2252	36,3073	1528,9	25,1425	9944CC2D26D336	46,64	62,48	16,2661	-24,8226	24,747	10,45	151,17	10,31	159,33	0,29	254,61	150,96	-100	-100	-200	3621,8	-1	0	44990,5739	22,634	5,23	36,323	1529,97	264,444	98,105	22,655	1,475	0,11	0	0	0	0	0	0,11	8	23,09	22,125	130	19,162	4,74	5,322	4,059	0,795	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:47:00	N 16° 15,89123'	W 24° 49,31259'			ACQAUTO									0	720	0	0	800	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	TL_EK80_18K	-300	-300	-1	-1	-1	-300	17,7	263	-1	-1	21,2	22,2	83,4	1012,9	669	18,274	14,9	262	19,8	20	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	149,32	2,19	0,14	-0,01	-1	0	149,36	2,16	0,16	-0,02	-1	-0,1	-0,6	113,7	0	0	-300	22,236	22,594	5,2249	36,3075	1528,9	25,1449	993FCC2A26D1B7	46,14	22,86	16,2649	-24,8219	24,167	10,4	152,49	10,44	154,31	0,2	53,76	149,36	-100	-100	-200	3621,8	-1	0	44990,5743	22,635	5,23	36,323	1529,97	266,101	98,725	22,658	1,475	0,13	0	0	0	0	0	0,13	8	0	22,155	133,5	18,976	4,749	5,34	4,079	0,783	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:47:30	N 16° 15,81526'	W 24° 49,26865'			ACQAUTO									0	730	0	0	790	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3625,8999	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,1	256	-1	-1	21,2	22,2	83,2	1012,9	684	18,235	16,3	263	20,8	22	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	147,98	1,29	0	-0,57	-1	0	148,03	1,27	0,01	-0,59	-1	-0,1	-0,7	113,8	-1,1	0	-300	22,246	22,593	5,2247	36,3064	1528,9	25,1414	993ECC2826D391	46,14	45,71	16,2636	-24,8211	23,614	10,4	150,89	10,6	149,51	0,14	58,95	147,89	-100	-100	-200	3625,8999	-1	0	44990,5746	22,629	5,23	36,322	1529,96	265,551	98,508	22,652	1,47	0,16	0	0	0	0	0	0,16	8	23,09	22,145	129,5	19,255	4,702	5,34	4,079	0,77	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:48:00	N 16° 15,73913'	W 24° 49,22403'			ACQAUTO									0	740	0	0	810	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3625,8999	TL_EK80_18K	-300	-300	-1	-1	-1	-300	17,4	256	-1	-1	21,2	22	83,6	1012,9	546	18,312	13,8	267	17,8	19	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	149,42	1,17	0,7	-0,08	-1	0	149,46	1,15	0,72	-0,04	-1	-0,1	-0,6	111,4	-0,3	0	-300	22,238	22,592	5,2244	36,3051	1528,9	25,1426	993CCC2526D206	46,14	7,62	16,2623	-24,8204	24,193	10,5	150,88	10,51	151,65	0,1	305,14	149,47	-100	-100	-200	3625,8999	-1	0	44990,575	22,631	5,23	36,322	1529,96	264,97	98,307	22,659	1,465	0,13	0	0	0	0	0	0,13	8	23,09	22,15	130,5	19,096	4,702	5,246	4,041	0,774	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:48:30	N 16° 15,66283'	W 24° 49,18076'			ACQAUTO									0	750	0	0	790	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	TL_EK80_18K	-300	-300	-1	-1	-1	-300	16,2	258	-1	-1	21,2	22,2	83,9	1013	636	18,369	13,8	264	18,4	20	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	151	1,01	0,52	-0,14	-1	0	151,04	0,98	0,53	-0,13	-1	-0,1	-0,6	113,4	0,5	0	-300	22,225	22,587	5,2238	36,304	1528,9	25,1453	9935CC1F26CF8C	45,89	42,67	16,261	-24,8197	24,171	10,48	151,43	9,7	150,39	0,18	255,71	150,98	-100	-100	-200	-1	-1	0	44990,5753	22,628	5,229	36,321	1529,95	264,523	98,128	22,652	1,47	0,13	0	0	0	0	0	0,13	8	23,09	22,15	135	19,288	4,677	5,284	4,059	0,77	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:49:00	N 16° 15,58571'	W 24° 49,13933'			ACQAUTO									0	740	0	0	790	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	TL_EK80_18K	-300	-300	-1	-1	-1	-300	18	259	-1	-1	21,1	22,3	84,3	1013	712	18,347	14	266	17,8	21	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	150,61	1,92	0,39	0,12	-1	0	150,65	1,9	0,4	0,1	-1	-0,1	-0,6	113	0,4	0	-300	22,235	22,581	5,2232	36,3045	1528,9	25,1431	992BCC1926D15E	45,89	54,86	16,2598	-24,819	24,23	10,42	152,58	10,5	149,55	0,12	307,96	150,64	-100	-100	-200	-1	-1	0	44990,5757	22,624	5,229	36,319	1529,9399	264,097	97,972	22,653	1,47	0,11	0	0	0	0	0	0,11	8	23,09	22,175	131,75	19,348	4,783	5,322	4,079	0,783	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:49:30	N 16° 15,50854'	W 24° 49,09641'			ACQAUTO									0	710	0	0	810	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,6	259	-1	-1	21,2	22,2	83,8	1012,8	726	18,35	14,2	272	18,6	25	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	148,09	1,52	0,3	-0,54	-1	0	148,13	1,5	0,31	-0,58	-1	-0,1	-0,6	113,3	-0,6	0	-300	22,234	22,58	5,2229	36,3027	1528,9	25,1417	992ACC1626D15C	45,89	28,95	16,2585	-24,8183	23,659	10,48	151,88	10,8	148,16	0,07	181,55	148,16	-100	-100	-200	-1	-1	0	44990,576	22,62	5,228	36,318	1529,9301	264,474	98,105	22,65	1,48	0,11	0	0	0	0	0	0,11	8	23,079	22,175	135	19,162	4,74	5,322	4,079	0,77	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:50:00	N 16° 15,43381'	W 24° 49,05067'			ACQAUTO									0	730	0	0	810	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3640,04	TL_EK80_18K	-300	-300	-1	-1	-1	-300	20,5	255	-1	-1	21,2	22,2	83,5	1012,9	704	18,293	17,7	259	20,6	20	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	148,03	2,15	0,69	-0,05	-1	0	148,07	2,12	0,7	-0,03	-1	-0,1	-0,6	114	-1	0	-300	22,24	22,588	5,2238	36,3035	1528,9	25,1408	9936CC1F26D26C	46,14	6,1	16,2572	-24,8175	24,406	10,45	149,7	10,3	148	0,33	254,76	148	-100	-100	-200	3640	-1	0	44990,5764	22,622	5,228	36,32	1529,9301	265,088	98,325	22,646	1,475	0,11	0	0	0	0	0	0,11	8	0	22,175	133,25	19,229	4,723	5,264	4,041	0,77	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:50:30	N 16° 15,35923'	W 24° 49,00611'			ACQAUTO									0	740	0	0	810	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3640,04	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,1	265	-1	-1	21,2	22,2	83,6	1013,1	812	18,312	16,9	269	18,2	29	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	149,31	-0,43	0,61	-0,26	-1	0	149,35	-0,45	0,62	-0,26	-1	-0,1	-0,6	112,4	-0,3	0	-300	22,246	22,587	5,2238	36,304	1528,9	25,1394	9935CC1F26D3B5	46,14	13,71	16,256	-24,8168	23,943	10,39	150,01	11,02	152,48	0,15	333,62	149,36	-100	-100	-200	3640	-1	0	44990,5767	22,627	5,229	36,321	1529,95	264,616	98,156	22,649	1,48	0,13	0	0	0	0	0	0,13	8	23,09	22,2	138,75	19,229	4,783	5,338	4,041	0,795	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:51:00	N 16° 15,28372'	W 24° 48,96364'			ACQAUTO									0	740	0	0	810	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	TL_EK80_18K	-300	-300	-1	-1	-1	-300	18,6	265	-1	-1	21,1	22,2	84,2	1013	823	18,328	15,5	267	19,4	24	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	150,41	2,34	0,44	0,14	-1	0	150,45	2,31	0,45	0,18	-1	-0,1	-0,6	112,2	0,5	0	-300	22,236	22,592	5,2242	36,3035	1528,9	25,1418	993CCC2326D1C1	45,89	28,95	16,2547	-24,8161	24,379	10,36	151,41	10,3	152,07	0,3	354,14	150,4	-100	-100	-200	3640	-1	0	44990,5771	22,628	5,229	36,32	1529,95	265,813	98,599	22,648	1,49	0,15	0	0	0	0	0	0,15	8	23,09	22,2	141	19,295	4,702	5,35	4,079	0,782	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:51:30	N 16° 15,20789'	W 24° 48,92123'			ACQAUTO									0	740	0	0	800	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3639,96	TL_EK80_18K	-300	-300	-1	-1	-1	-300	20,4	261	-1	-1	21,2	22,2	83,9	1012,9	783	18,369	16,7	270	19,4	28	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	147,96	0,18	0,23	0,16	-1	0	147,99	0,15	0,25	0,15	-1	-0,1	-0,6	113,7	-0,7	0	-300	22,236	22,592	5,2244	36,3046	1528,9	25,1428	993DCC2526D19E	46,39	70,1	16,2535	-24,8154	24,339	10,33	151,51	10,5	146,94	0,17	242,63	148,03	-100	-100	-200	3640	-1	0	44990,5774	22,632	5,229	36,319	1529,96	265,257	98,403	22,654	1,48	0,11	0	0	0	0	0	0,11	8	23,09	22,2	131	19,229	4,74	5,302	4,079	0,778	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:52:00	N 16° 15,1333'	W 24° 48,87592'			ACQAUTO									0	750	0	0	800	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3639,96	TL_EK80_18K	-300	-300	-1	-1	-1	-300	20,1	261	-1	-1	21,2	22,1	83,9	1012,9	770	18,369	15,3	263	19,8	19	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	146,72	1,53	-1,26	0,19	-1	0	146,75	1,5	-1,25	0,12	-1	-0,1	-0,7	108	-1,5	0	-300	22,247	22,591	5,2242	36,304	1528,9	25,1393	993BCC2326D3C5	46,89	35,05	16,2522	-24,8146	23,987	10,29	149,86	11,02	150,56	0,44	256,99	146,92	-100	-100	-200	3640	-1	0	44990,5778	22,628	5,229	36,32	1529,95	264,341	98,058	22,651	1,47	0,11	0	0	0	0	0	0,11	8	23,09	22,205	129,5	19,162	4,728	5,322	4,041	0,782	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:52:30	N 16° 15,05851'	W 24° 48,8302'			ACQAUTO									0	730	0	0	810	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	0	0	0	0	3664,26	0	0	0	0	0	0	0	-1	-1	3664,26	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,4	259	-1	-1	21,2	22,3	84	1012,9	820	18,388	14,5	266	18,8	19	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	148,41	1,97	0,9	-0,35	-1	0	148,45	1,95	0,92	-0,3	-1	-0,1	-0,7	114,2	-0,9	0	-300	22,246	22,596	5,2248	36,3051	1528,9	25,1403	9942CC2926D39B	46,89	44,19	16,251	-24,8138	23,995	10,41	149,53	10,41	150,62	0,07	217,5	148,42	-100	-100	-200	3664,3	-1	0	44990,5781	22,635	5,23	36,321	1529,97	264,968	98,299	22,655	1,465	0,17	0	0	0	0	0	0,17	8	23,09	22,205	138	19,169	4,74	5,322	4,079	0,77	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:53:00	N 16° 14,98328'	W 24° 48,78746'			ACQAUTO									0	750	0	0	800	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3664,26	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,9	261	-1	-1	21,3	22,2	84,1	1013	779	18,505	14,3	264	19	22	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	150,83	2,38	-0,29	0,57	-1	0	150,87	2,35	-0,28	0,59	-1	-0,1	-0,6	111,8	-0,2	0	-300	22,255	22,601	5,2256	36,3059	1529	25,1383	994BCC3026D583	46,89	0	16,2497	-24,8131	24,728	10,34	151,36	10,31	153,04	0,14	104,67	150,82	-100	-100	-200	3664,3	-1	0	44990,5785	22,641	5,231	36,322	1529,98	264,579	98,156	22,656	1,47	0,21	0	0	0	0	0	0,21	8	0	22,22	133,75	19,162	4,745	5,302	4,049	0,782	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:53:30	N 16° 14,90647'	W 24° 48,7464'			ACQAUTO									0	750	0	0	770	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	TL_EK80_18K	-300	-300	-1	-1	-1	-300	17,7	255	-1	-1	21,3	22,2	83,9	1012,8	719	18,467	16,5	262	21	25	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	149,34	1,78	-0,57	0,26	-1	0	149,38	1,75	-0,56	0,25	-1	-0,1	-0,6	111,9	-0,3	0	-300	22,255	22,6	5,2252	36,3046	1529	25,1373	9949CC2D26D57A	46,64	42,67	16,2484	-24,8124	24,385	10,35	152,61	10,18	156,78	0,04	320,34	149,45	-100	-100	-200	3664,3	-1	0	44990,5787	22,636	5,23	36,321	1529,97	264,503	98,131	22,658	1,485	0,21	0	0	0	0	0	0,21	8	23,101	22,23	133,5	19,102	4,66	5,32	4,021	0,77	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:54:00	N 16° 14,83043'	W 24° 48,70302'			ACQAUTO									0	760	0	0	790	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3669,8601	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,1	259	-1	-1	21,2	22,3	83,5	1012,8	681	18,293	14	263	18,4	18	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	147,78	1,98	-0,7	-0,15	-1	0	147,81	1,96	-0,69	-0,18	-1	-0,1	-0,6	111,8	-1	0	-300	22,257	22,604	5,2257	36,3046	1529	25,1367	994FCC3126D5E3	46,14	21,33	16,2472	-24,8117	23,916	10,36	151,2	10,2	149,01	0,31	171,78	147,89	-100	-100	-200	3669,8999	-1	0	44990,5791	22,64	5,231	36,322	1529,98	264,739	98,22	22,659	1,495	0,17	0	0	0	0	0	0,17	8	23,101	22,225	129,25	19,229	4,702	5,322	4,099	0,77	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
2023-03-05T13:54:30	N 16° 14,75448'	W 24° 48,65801'			ACQAUTO									0	730	0	0	820	0	0	0	-1	0	-1	-1000	-1000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3669,8601	TL_EK80_18K	-300	-300	-1	-1	-1	-300	20,9	259	-1	-1	21	22,1	83,2	1012,9	835	18,04	16,7	268	20,8	27	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	150,55	0,72	-0,39	-0,28	-1	0	150,59	0,69	-0,37	-0,28	-1	-0,1	-0,7	107,3	0,4	0	-300	22,251	22,602	5,2256	36,3054	1528,9	25,139	994CCC3026D4B8	46,14	24,38	16,2459	-24,811	23,657	10,46	150,62	10,12	154,04	0,37	163,52	150,64	-100	-100	-200	3669,8999	-1	0	44990,5794	22,641	5,231	36,321	1529,98	264,208	98,028	22,661	1,49	0,12	0	0	0	0	0	0,12	8	23,101	22,235	131,5	19,229	4,702	5,36	4,061	0,782	1	1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	-100	-200	-1000000000	-1000000000	-100	-1	unknow	-10000000	-1	-1	-1	-1	-1	-100	-100	-1	
