Date	Heure	Latitude	Longitude	Nom Phase	Type De Phase	Type	Nom Appareil	Code Appareil	Nom Action	Code Action	Identificateur Operation	Observation	Num Station	Strate	Niveau de priorite	FUNES Tension Tribord (daN)	FUNES Vit. filage Tribord (m/s)	FUNES L. filee Tribord (m)	FUNES Tension babord (daN)	FUNES Vit. filage Babord (m/s)	FUNES L. filee Babord (m)	HYDRO Tension treuil (daN)	HYDRO Tension max. (daN)	HYDRO Vitesse de filage (m/s)	HYDRO Vitesse de filage prog. (m/s)	HYDRO Angle longitudinal (deg)	HYDRO Angle transversal (deg)	HYDRO Tension roller (daN)	HYDRO Charge portique (daN)	HYDRO L. filee (m)	EK8070 Sonde (m)	EK8070 Fq (kHz)	EK8038 Sonde (m)	EK8038 Fq (kHz)	EK8018 Sonde (m)	EK8018 Fq (kHz)	EK80200 Sonde (m)	EK80200 Fq (kHz)	EK80333 Sonde (m)	EK8033 Fq (kHz)	EK80120 Sonde (m)	EK80120 Fq (kHz)	ME70 Ha Sonde (m)	ME70 Ha Fq (kHz)	Sonde ref. (m)	Desc. sonde ref.	GILL Temp. air (deg C)	GILL Temp. eau (deg C)	GILL Humidite (%)	GILL Pression (mbar)	GILL Flux de chaleur (W/m2)	GILL Point de rosee (deg C)	GILL Vit. vent app. (nd)	GILL Dir. vent app. (deg)	GILL Vit. vent vrai (nd)	GILL Dir. vent vrai (deg)	METBA Temp. air (deg C)	METBA Temp. eau (deg C)	METBA Humidite (%)	METBA Pression (mbar)	METBA Flux de chaleur (W/m2)	METBA Point de rosee (deg C)	METBA Vit. vent app. (nd)	METBA Dir. vent app. (deg)	METBA Vit. vent vrai (nd)	METBA Dir. vent vrai (deg)	MARPORT Immersion (m)	MARPORT Temp. immersion (deg C)	MARPORT Altitude corde d'eau % fond (m)	MARPORT Vit. transversale (m/s)	MARPORT Vit. longitudinale (m/s)	MARPORT Dist. bourrelet % fond (m)	MARPORT Ouv. verticale (m)	MARPORT Ouv. horizontale (m)	MARPORT Dist. des panneaux (m)	PHINS B Date (j)	PHINS B Cap (deg)	PHINS B Roulis (deg)	PHINS B Tangage (deg)	PHINS B Pilonnement (deg)	PHINS B Flag de validite	PHINS T Date (j)	PHINS T Cap (deg)	PHINS T Roulis (deg)	PHINS T Tangage (deg)	PHINS T Pilonnement	PHINS T Flag de validite	PROPULSION SIR. Vitesse prop etrave (t/min)	PROPULSION SIR. Vitesse prop arriere (t/min)	PROPULSION SIR. Vitesse helice (t/min)	PROPULSION SIR. angle (deg)	CELE Celerite (m/s)	SBE3S Temp eau peak av (deg C)	SBE3S Temp eau peak av (deg C)	SBE21 Temp (deg C)	SBE21 Conductivite (mS/cm)	SBE21 Salinite (PSU)	SBE21 Celerite surf (m/s)	SBE21 Densite (kg/m3)	SBE21 Donnees brutes	THSAL Debit (l/min)	CUFES Debit (l/min)	CINNA Lat.	CINNA Long.	CINNA Altitude (m)	CINNA Vit. fond (nd)	CINNA Route fond (deg)	CINNA Vit. surf (nd)	CINNA Route surf (deg)	CINNA Vitesse derive (nd)	CINNA Cap derive (deg)	CINNA Cap (deg)	CINNA Roulis (deg)	CINNA Tangage (deg)	CINNA Pilonnement (m)	CINNA Sonde vert. (m)	CINNA Tirant d'eau	GRAVI Grav relative (mgal)	GRAVI AccX (m/s2)	GRAVI AccY (m/s2)	GRAVI Echelle	GRAVI Ordre filtre	GRAVI Delai filtre (s)	GRAVI GPS on?	GRAVI Status	GRAVI Date (j)	FERRYBOX Qualite	FERRYBOX Date (j)	FERRYBOX SBE45 temp. mer (deg C)	FERRYBOX SBE45 cond. (S/m)	FERRYBOX SBE45 sal. (PSU)	FERRYBOX SBE45 cel. (m/s)	FERRYBOX Optode oxygene (uM/l)	FERRYBOX Optode saturation (%)	FERRYBOX Optode temp. mer (deg C)	FERRYBOX Seapoint turbidite (FTU)	FERRYBOX AOA algue verte (ug/l)	FERRYBOX AOA algue bleue (ug/l)	FERRYBOX AOA diatomees (ug/l)	FERRYBOX AOA cryptophytes (ug/l)	FERRYBOX AOA yellow sub (ug/l)	FERRYBOX AOA temp.capteur (deg C	FERRYBOX AOA algue total (ug/l)	FERRYBOX FB ph valeur	FERRYBOX FB ph temp. mer (deg C)	FERRYBOX FB temp. air (deg C)	FERRYBOX Pression (mBar)	FERRYBOX Debit entree (l/min)	FERRYBOX Debit principal (l/min)	FERRYBOX Debit PCO2 (l/min)	FERRYBOX Debit bypass 2 (l/min)	FERRYBOX Debit AOA (l/min)	FERRYBOX Demi plein	FERRYBOX Plein	
02/03/2019	00:00:00	15,0714511	-24,2596351			ACQAUTO									0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1000	-1000	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2047,38	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,1	297	-1	-1	21,5	22	59,1	1018,1	0	13,18	17,7	300	15,5	53	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	153,19	1,91	-0,05	-0,66	-1	0	153,17	1,88	-0,05	-0,94	-1	-2,8	-0,5	128	-1,9	0	-300	21,993	22,345	5,2	36,3192	1528,3	25,2225	8B01CD58135EF1	44,01	-1	15,0715	-24,2596	24,891	11,78	154,8	10,64	149,17	1,55	195,49	153,21	-100	-100	-200	2047,4	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	0	43526	22,387	5,209	36,354	1529,36	237,165	87,596	22,425	0,615	1,266	0	1,103	0	0	0	2,369	11	-172,574	22,1	135	18,597	4,966	2,854	2,876	0,832	1	1	
02/03/2019	00:00:30	15,0699672	-24,2589018			ACQAUTO									0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1000	-1000	-1	-1	0	0	0	0	0	2039,79	0	0	0	0	0	0	0	-1	-1	2039,79	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,7	296	-1	-1	21,5	22	59,9	1018,5	0	13,386	19,4	301	14,5	59	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	155,01	2,27	-0,08	0,68	-1	0	154,99	2,24	-0,1	0,68	-1	-2,8	-0,5	126,2	-0,6	0	-300	21,993	22,343	5,1997	36,319	1528,3	25,2225	8AFDCD55135EEA	44,51	-1	15,07	-24,2589	25,775	11,84	154,67	10,39	149,83	1,47	192,94	155,02	-100	-100	-200	2043,4	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	1	43526,0003	22,382	5,208	36,353	1529,35	236,772	87,447	22,422	0,535	1,266	0	1,103	0	0	0	2,369	11	-172,574	22,07	-5,75	-0,02	0,008	-0,002	-0,006	-0,007	0	0	
02/03/2019	00:01:00	15,0684533	-24,2581703			ACQAUTO									0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1000	-1000	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2030,37	TL_EK80_18K	-300	-300	-1	-1	-1	-300	20,5	297	-1	-1	21,5	22	61,1	1018,3	0	13,691	18,2	306	15,5	63	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	155,16	2,64	0,1	-0,04	-1	0	155,14	2,61	0,09	-0,03	-1	-2,8	-0,5	126,3	-0,7	0	-300	21,994	22,345	5,1997	36,3173	1528,3	25,2208	8B00CD55135F0F	44,51	-1	15,0685	-24,2582	25,206	12,04	155,29	10,81	152,11	1,57	185,06	155,15	-100	-100	-200	2030,4	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	1	43526,0007	22,394	5,209	36,349	1529,37	237,453	87,707	22,427	0,535	1,266	0	1,103	0	0	0	2,369	11	-172,574	22,075	0	-0,02	0,008	-0,002	-0,006	-0,007	0	0	
02/03/2019	00:01:30	15,0669496	-24,2574405			ACQAUTO									0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1000	-1000	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2031,04	TL_EK80_18K	-300	-300	-1	-1	-1	-300	20,6	290	-1	-1	21,4	22	60,7	1018,4	0	13,496	19,8	288	18,6	53	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	156,33	-0,3	-2,33	-0,77	-1	0	156,31	-0,33	-2,34	-0,75	-1	-2,8	-0,5	119,7	2,4	0	-300	22,003	22,345	5,1999	36,3189	1528,3	25,2197	8B00CD57135FDF	44,51	-1	15,0669	-24,2574	24,386	11,99	154,77	10,87	151,56	1,49	182,4	156,47	-100	-100	-200	2031	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	1	43526,001	22,405	0,199	1,069	1490,72	235,581	87,102	22,479	0,38	1,266	0	1,103	0	0	0	2,369	10	-172,574	22,08	0	-0,02	0,008	-0,002	-0,004	-0,007	1	1	
02/03/2019	00:02:00	15,0654512	-24,2567243			ACQAUTO									0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1000	-1000	-1	-1	0	0	0	0	0	2026,8199	0	0	0	0	0	0	0	-1	-1	2026,8199	TL_EK80_18K	-300	-300	-1	-1	-1	-300	19,8	300	-1	-1	21,4	22	62,3	1018,4	0	13,896	19,6	313	13,2	66	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	155,15	2,34	-1,44	0,74	-1	0	155,13	2,31	-1,44	0,77	-1	-2,8	-0,5	125,8	0,3	0	-300	21,993	22,345	5,1999	36,3184	1528,3	25,2219	8B01CD57135EF1	44,76	-1	15,0655	-24,2567	25,816	11,84	155,09	10,81	149,49	1,5	187,45	155,16	-100	-100	-200	2028,6	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	1	43526,0014	22,448	0,796	4,657	1494,85	239,276	88,489	22,491	1,6	1,266	0	1,103	0	0	0	2,369	10	-172,574	22,08	88,25	-0,02	3,025	1,715	1,691	-0,007	1	1	
02/03/2019	00:02:30	15,0639211	-24,2560028			ACQAUTO									0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1000	-1000	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2023,46	TL_EK80_18K	-300	-300	-1	-1	-1	-300	20,9	297	-1	-1	21,5	22	62,3	1018,3	0	13,99	20,2	299	19	57	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	156,46	-0,97	-0,14	-1,06	-1	0	156,44	-1	-0,15	-1,05	-1	-2,8	-0,5	126,3	0	0	-300	22	22,343	5,1997	36,3185	1528,3	25,2202	8AFECD55135F94	45,01	-1	15,0639	-24,256	24,682	12,11	155,56	11,01	151,22	1,5	191,4	156,32	-100	-100	-200	2023,5	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	1	43526,0017	23,924	0,43	2,338	1496,4	253,346	94,615	23,005	4,945	1,266	0	1,103	0	0	0	2,369	10	-172,516	22,05	128,25	-0,02	4,332	2,473	2,362	0,693	1	1	
02/03/2019	00:03:00	15,062433	-24,2553212			ACQAUTO									0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1000	-1000	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2022,8101	TL_EK80_18K	-300	-300	-1	-1	-1	-300	21,3	295	-1	-1	21,4	22	61,9	1018,4	0	13,797	20,4	301	18	63	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	154,59	-0,74	-0,83	-0,09	-1	0	154,57	-0,76	-0,84	-0,12	-1	-2,8	-0,5	127,6	-1,6	0	-300	21,997	22,341	5,1993	36,317	1528,3	25,2199	8AFBCD51135F49	44,76	-1	15,0624	-24,2553	25,213	11,76	156,11	10,72	148,97	1,58	195,08	154,41	-100	-100	-200	2022,8	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	1	43526,0021	24,762	0,717	3,957	1500,4399	254,125	96,806	24,054	4,67	1,266	0	1,103	0	0	0	2,369	-2	-172,461	22,05	132	-0,02	4,455	2,555	2,513	0,731	1	1	
02/03/2019	00:03:30	15,0609538	-24,2545604			ACQAUTO									0	-1	-1	-1	-1	-1	-1	-20	-1	0	-1	-1000	-1000	-1	-1	0	0	0	0	0	2009	0	0	0	0	0	0	0	-1	-1	2009	TL_EK80_18K	-300	-300	-1	-1	-1	-300	22,7	298	-1	-1	21,4	22	60,5	1018,4	0	13,445	20,6	306	15,7	63	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	154,53	1,65	-0,1	0,83	-1	0	154,51	1,62	-0,11	0,99	-1	-2,9	-0,5	122,4	-0,6	0	-300	21,994	22,341	5,1992	36,3167	1528,3	25,2204	8AFACD50135F07	44,51	-1	15,061	-24,2546	26,555	11,9	153,65	10,53	150,05	1,5	195,62	154,63	-100	-100	-200	2009,8	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	1	43526,0024	24,722	0,698	3,846	1500,21	252,262	96,585	24,326	4,17	1,266	0	1,103	0	0	0	2,369	-2	-172,437	22,05	129	-0,02	4,413	2,535	2,457	0,719	1	1	
02/03/2019	00:04:00	15,059439	-24,2538653			ACQAUTO									0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1000	-1000	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000,62	TL_EK80_18K	-300	-300	-1	-1	-1	-300	20,3	289	-1	-1	21,4	22	59,5	1018,2	0	13,19	18,2	296	17,3	53	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	156,83	-0,13	-1,96	-1,23	-1	0	156,82	-0,16	-1,97	-1,32	-1	-2,8	-0,5	122,3	1,3	0	-300	21,988	22,343	5,1996	36,3177	1528,3	25,2229	8AFECD54135E66	44,51	-1	15,0594	-24,2539	24,278	11,94	156,06	10,62	152,87	1,44	183,31	157	-100	-100	-200	2000,6	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	1	43526,0028	24,703	0,697	3,844	1500,16	250,913	96,256	24,431	3,745	1,266	0	1,103	0	0	0	2,369	-2	-172,414	22,055	132,5	-0,02	4,532	2,555	2,513	0,731	1	1	
02/03/2019	00:04:30	15,0579419	-24,2531627			ACQAUTO									0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1000	-1000	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1915,1801	TL_EK80_18K	-300	-300	-1	-1	-1	-300	18	297	-1	-1	21,4	22	60,5	1018,6	0	13,445	16,7	304	14	57	-1	-300	-10000000	-1	-1	-10000000	-1	-1	-1	0	155,03	0,07	-0,51	0,58	-1	0	155,01	0,05	-0,52	0,57	-1	-2,8	-0,5	122,9	-1,1	0	-300	21,992	22,341	5,1994	36,3178	1528,3	25,2217	8AFBCD52135ED8	44,51	-1	15,0579	-24,2532	26,042	11,83	155,3	10,6	150,2	1,71	181,77	154,85	-100	-100	-200	1915,2	-1	-1000000	-200	-200	-1	65535	65535	65535	65535	0	1	43526,0031	24,694	0,696	3,842	1500,13	249,816	95,942	24,49	2,635	1,266	0	1,103	0	0	0	2,369	-2	-172,402	22,075	134,75	-0,02	4,498	2,593	2,563	0,757	1	1	
