11/04/2017 15:30:02 08°46.48066 S  034°45.96689 W 356.59
Time,Conductivity,Temperature,Pressure,Chlorophyll a,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Density anomaly
2017-04-11 15:51:05.000,55.0376559,24.2189555,103.0524292,0.8448324,92.9199292,92.1622005,37.0731711,1536.3133734,55871.1387506,25.5462926
2017-04-11 15:51:16.000,55.0204591,24.2061127,105.4513490,0.8547065,95.3188490,94.5415579,37.0699584,1536.3186106,55867.5933173,25.5580519
2017-04-11 15:51:27.000,54.9950400,24.1831278,108.2389274,0.7817898,98.1064274,97.3064046,37.0687883,1536.3076954,55866.6865367,25.5760854
2017-04-11 15:51:38.000,54.9573876,24.1571521,111.2090480,0.7878078,101.0765480,100.2523050,37.0607328,1536.2849836,55856.5890384,25.5905877
2017-04-11 15:51:49.000,54.8509618,24.0765751,113.8568448,0.7267518,103.7243448,102.8785100,37.0458103,1536.1151529,55835.7603832,25.6149225
2017-04-11 15:52:00.000,54.3865690,23.8879399,116.3632476,0.5149546,106.2307476,105.3644740,36.8473417,1535.4760083,55566.8277393,25.5319291
2017-04-11 15:52:11.000,54.0645067,23.4572080,118.6391872,0.6117094,108.5066872,107.6218540,36.9583141,1534.5627676,55706.0139543,25.7538760
2017-04-11 15:52:22.000,54.0672112,23.4584531,120.5490106,0.4685053,110.4165106,109.5161035,36.9586997,1534.5982694,55707.4356822,25.7620284
2017-04-11 15:52:33.000,54.0701028,23.4606333,121.8184750,0.5097546,111.6859750,110.7752159,36.9586670,1534.6249388,55708.0247954,25.7668280
2017-04-11 15:52:44.000,54.0729667,23.4610650,122.7876821,0.4711929,112.6551821,111.7365195,36.9601798,1534.6438909,55710.5022375,25.7720225
2017-04-11 15:52:55.000,54.0700724,23.4590950,123.8767797,0.4863255,113.7442797,112.8167358,36.9592236,1534.6561423,55709.6799589,25.7765722
2017-04-11 15:53:06.000,54.0710250,23.4595266,125.2140643,0.5096962,115.0815643,114.1431154,36.9591367,1534.6795092,55710.1881974,25.7821396
2017-04-11 15:53:17.000,54.0718467,23.4595432,126.6013249,0.4991794,116.4688249,115.5190634,36.9592793,1534.7029234,55711.0166175,25.7882189
2017-04-11 15:53:28.000,54.0729400,23.4599859,128.1476518,0.4750491,118.0151518,117.0527805,36.9592199,1534.7298462,55711.6577123,25.7947040
2017-04-11 15:53:39.000,54.0368114,23.4315879,129.6714414,0.4039437,119.5389414,118.5641442,36.9546157,1534.6791869,55705.5646990,25.8061754
2017-04-11 15:53:50.000,53.7528338,23.2027731,131.1275846,0.3467439,120.9950846,120.0084130,36.9264570,1534.0975107,55663.6000865,25.8585312
2017-04-11 15:54:01.000,53.3855079,22.9437856,132.2324402,0.3919078,122.0999402,121.1042589,36.8584595,1533.3858890,55567.8632047,25.8875325
2017-04-11 15:54:12.000,53.1079858,22.8168339,133.6079199,0.3522360,123.4754199,122.4685221,36.7484676,1532.9651419,55418.8679594,25.8469686
2017-04-11 15:54:23.000,52.9559355,22.6046343,134.6448509,0.2978990,124.5123509,123.4969973,36.8078802,1532.5047416,55494.9099777,25.9580192
2017-04-11 15:54:34.000,52.7033095,22.3693054,135.5220553,0.2723081,125.3895553,124.3670484,36.8081111,1531.9138786,55491.5528710,26.0297636
2017-04-11 15:54:45.000,52.8835029,22.5466677,135.1760319,0.3217372,125.0435319,124.0238467,36.7998485,1532.3559499,55483.3789919,25.9709515
2017-04-11 15:54:56.000,52.1967664,22.0729548,136.1947511,0.2689194,126.0622511,125.0342587,36.6590949,1530.9923835,55287.7124042,26.0041803
2017-04-11 15:55:07.000,52.1221342,21.9566429,136.9306120,0.2901867,126.7981120,125.7641188,36.6983245,1530.7444661,55338.8792369,26.0702162
2017-04-11 15:55:18.000,52.1854984,22.0148585,136.8208076,0.2959125,126.6883076,125.6552098,36.6991842,1530.8955806,55340.8219896,26.0538670
2017-04-11 15:55:29.000,52.2788132,22.0664738,136.5383382,0.2911215,126.4058382,125.3750439,36.7293824,1531.0587104,55381.8793637,26.0609142
2017-04-11 15:55:40.000,52.2607165,22.0755073,136.2573253,0.2671081,126.1248253,125.0963226,36.7075017,1531.0534284,55352.5909988,26.0405033
2017-04-11 15:55:51.000,52.2737486,22.0776480,135.8581596,0.2644205,125.7256596,124.7004119,36.7161384,1531.0618534,55363.9964995,26.0447304
2017-04-11 15:56:02.000,52.2049044,22.0197047,135.4763778,0.2619666,125.3438778,124.3217434,36.7109191,1530.8987025,55355.9675684,26.0555940
2017-04-11 15:56:13.000,52.2059079,22.0083828,135.1177547,0.2636025,124.9852547,123.9660448,36.7214489,1530.8747860,55369.7279180,26.0652618
2017-04-11 15:56:24.000,52.9359643,22.5299280,133.8986716,0.3344742,123.7661716,122.7569028,36.8555869,1532.3527931,55557.0560135,26.0125822
2017-04-11 15:56:35.000,54.0042390,23.3523694,131.3450895,0.4682716,121.2125895,120.2241443,36.9952970,1534.5528664,55758.9591350,25.8676227
2017-04-11 15:56:46.000,54.1387856,23.5043371,129.3440629,0.4646491,119.2115629,118.2394353,36.9724201,1534.8752520,55730.8580469,25.7967349
2017-04-11 15:56:57.000,54.1376385,23.5104453,127.2510048,0.4823525,117.1185048,116.1634454,36.9671450,1534.8497418,55722.9850466,25.7819123
2017-04-11 15:57:08.000,54.1404480,23.5092546,124.7681874,0.5503613,114.6356874,113.7008745,36.9711571,1534.8095855,55727.1812466,25.7746120
2017-04-11 15:57:19.000,54.1387328,23.5124556,123.1051228,0.5580152,112.9726228,112.0513715,36.9677295,1534.7860156,55721.9090880,25.7639023
2017-04-11 15:57:30.000,54.1473890,23.5181492,122.3617464,0.5241276,112.2292464,111.3140571,36.9698865,1534.7901592,55724.5813943,25.7606488
2017-04-11 15:57:41.000,54.1623445,23.5302691,121.9150781,0.5506534,111.7825781,110.8710312,36.9714142,1534.8146397,55726.6965380,25.7562920
2017-04-11 15:57:52.000,54.1740205,23.5400531,121.3520617,0.5144288,111.2195617,110.3126060,36.9724104,1534.8307473,55727.9948606,25.7517224
2017-04-11 15:58:03.000,54.1795682,23.5442918,120.9189331,0.5370400,110.7864331,109.8830095,36.9732832,1534.8350374,55729.0604438,25.7492620
2017-04-11 15:58:14.000,54.2029151,23.5612662,120.4938633,0.5593590,110.3613633,109.4614059,36.9771966,1534.8745774,55734.4885330,25.7453646
2017-04-11 15:58:25.000,54.2666594,23.6051337,119.9668854,0.5342355,109.8343854,108.9387254,36.9897164,1534.9888516,55752.0012106,25.7395672
2017-04-11 15:58:36.000,54.2958226,23.6321058,119.4142386,0.5376826,109.2817386,108.3905852,36.9897720,1535.0468870,55752.4546969,25.7292184
2017-04-11 15:58:47.000,54.3479352,23.6749343,118.1808458,0.5919027,108.0483458,107.1672503,36.9944314,1535.1379564,55759.1293420,25.7147062
2017-04-11 15:58:58.000,54.3594279,23.6831025,117.0063828,0.6008420,106.8738828,106.0023646,36.9968325,1535.1412337,55761.9949525,25.7090387
2017-04-11 15:59:09.000,54.3951291,23.7095081,116.1478819,0.5815028,106.0153819,105.1508645,37.0024683,1535.1986659,55769.7643275,25.7017546
2017-04-11 15:59:20.000,54.3619190,23.6884783,115.8826558,0.5860016,105.7501558,104.8878012,36.9946392,1535.1334047,55758.6774380,25.7009384
2017-04-11 15:59:31.000,54.3396747,23.6867178,115.4421974,0.5885140,105.3096974,104.4509346,36.9791886,1535.1048221,55737.7840008,25.6878568
2017-04-11 15:59:42.000,54.4462343,23.7649158,114.8385636,0.5918443,104.7060636,103.8522232,36.9958519,1535.3071712,55761.6577877,25.6745974
2017-04-11 15:59:53.000,54.5966379,23.8621105,114.1237602,0.6121184,103.9912602,103.1432488,37.0301815,1535.5734591,55809.5861009,25.6685172
2017-04-11 16:00:04.000,54.6320975,23.8885305,113.3304641,0.6205903,103.1979641,102.3564217,37.0355416,1535.6313690,55817.0412328,25.6612637
2017-04-11 16:00:15.000,54.5685371,23.8750600,112.4707637,0.5841904,102.3382637,101.5037318,36.9984588,1535.5433155,55766.7614208,25.6334983
2017-04-11 16:00:26.000,54.6262434,23.8798507,111.8072007,0.5600017,101.6747007,100.8455800,37.0388227,1535.5879621,55820.5151031,25.6597888
2017-04-11 16:00:37.000,54.6572543,23.8889873,110.9801018,0.5502444,100.8476018,100.0252258,37.0551994,1535.6145223,55842.2458084,25.6659031
